mrscid,mrsname,newsid,newstitle,bucketgrpids,bucketids,influencerids,optype,timestamp,logdate
empty,空的,68747470733A2F2F746563686E6577732E74772F323031392F30392F30312F74736D632D726563727569742D323031392F3F75746D5F736F757263653D66625F746E2675746D5F6D656469756D3D66616365626F6F6B,臺積電展開擴大工程師徵才，年底前報到還有 2 個月薪資獎勵 | TechNews 科技新報,"['3CExpert_tw', 'tech_tw']",[],['000001579E025C270000003D6375706F795F72656C65617365494E464C55'],empty,1567393805086,2019-09-02
empty,空的,68747470733A2F2F7777772E6A6971697A686978696E2E636F6D2F61727469636C65732F323031392D30392D30322D39,硅谷巨頭如何撬動百億政務雲大單？詳細幕後首遭披露 | 機器之心,['tech_tw'],['robot_tw'],['0000015EBC10BCDC000000016375706F795F72656C65617365494E464C55'],empty,1567411239619,2019-09-02
empty,空的,68747470733A2F2F7777772E6E65776D6F62696C656C6966652E636F6D2F323031392F30392F30312F6170706C652D74762D323031392D72756D6F72732F,Apple TV 或推升級版　配合最新 Apple Arcade 打進遊戲市場 - New MobileLife 流動日報,"['3CExpert_tw', 'GamePlayer_tw', 'Game_tw', 'tech_tw']","['GameInformation_tw', 'apple_tw']","['00000152A6D17D2B000000086261636B656E645F6C6F63616C494E464C55', '00000157C1EBFDE3000000016375706F795F72656C65617365494E464C55']",empty,1567418800827,2019-09-02
empty,空的,68747470733A2F2F7777772E73746F726D2E6D672F6C6966657374796C652F31363535393333,通靈少女第二季竟出現2位「仙姑」？瑤瑤演技再上層樓，本尊索非亞震驚：你看得到嗎⋯-風傳媒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw']",['drama_tw'],['000001579DB7CFCC000000256375706F795F72656C65617365494E464C55'],empty,1567392898837,2019-09-02
empty,空的,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F3132333337393F75746D5F736F757263653D666565646275726E65722675746D5F6D656469756D3D666565642675746D5F63616D706169676E3D466565642533412B5468654E6577734C656E732B2532385468652B4E6577732B4C656E732B254539253937253943254539253844254235254538254139253935254538254142253936254537254236254232253239,聽到「that’s a steal」急著報警？購物必學10句話，讓你不再惹尷尬 - The News Lens 關鍵評論網,['empty'],['empty'],['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],empty,1567389478081,2019-09-02
